238;180;152;130;112;106;106;94;86;84;84;80;74;70;70;68;66;62;62;60;54;52;50;48;48;48;48;46;44;44;44;44;42;42;42;42;42;42;42;40;40;40;40;40;40;40;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;30;30;
260;182;152;138;124;112;102;94;90;84;80;76;64;62;58;58;58;58;58;54;52;52;52;50;48;48;48;44;44;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;40;40;38;38;38;38;38;38;38;38;38;38;38;38;38;38;36;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;
266;204;170;138;126;114;104;94;86;82;76;76;74;66;64;60;58;58;54;52;50;44;42;42;42;42;40;40;40;40;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;30;30;30;28;28;28;28;28;28;28;28;28;26;26;26;26;26;24;24;24;24;24;24;24;24;24;24;24;
280;196;166;148;122;106;96;86;86;84;78;78;70;68;66;66;66;66;62;56;56;56;56;56;54;54;54;54;50;50;50;50;50;48;46;46;44;42;42;42;42;42;42;42;42;42;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;
258;180;160;142;134;128;118;102;90;86;80;74;74;70;68;66;66;66;66;64;60;58;54;54;54;54;54;52;52;52;52;52;50;48;46;46;44;42;42;42;42;42;42;42;42;38;38;38;36;36;34;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;26;26;
270;190;156;130;110;102;98;90;86;86;78;74;74;72;68;68;66;64;64;60;60;58;56;56;56;54;50;50;50;50;50;50;50;50;50;50;48;46;46;46;46;46;46;46;46;46;46;46;46;44;42;42;40;40;40;40;40;40;40;40;40;40;40;40;38;38;38;38;38;36;36;36;36;34;34;34;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;
288;202;164;144;130;118;108;106;102;98;92;92;92;92;88;86;86;80;76;76;74;72;66;64;64;62;62;62;62;60;60;60;60;60;60;60;56;56;54;54;54;54;54;54;54;52;52;52;48;48;48;48;46;46;46;46;46;46;46;46;46;46;46;44;44;44;44;44;44;42;42;42;40;40;40;38;38;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;32;32;32;
270;204;156;138;132;120;110;102;94;86;86;86;84;82;80;78;74;68;64;64;64;64;62;62;60;60;60;56;56;56;52;52;52;52;50;50;48;46;46;46;44;44;42;42;42;42;42;42;42;42;42;42;42;42;42;40;40;40;40;40;40;40;40;40;40;40;40;40;40;38;36;36;36;34;34;34;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;26;24;24;24;
258;176;144;132;122;112;98;92;86;84;78;72;72;70;64;64;64;64;62;62;62;60;58;56;54;54;52;50;50;50;50;46;46;46;46;46;46;46;46;46;44;44;44;44;44;42;42;42;42;42;40;40;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;
254;186;150;134;128;118;114;110;100;98;92;88;84;84;84;82;80;76;76;76;76;72;70;66;64;62;62;60;60;58;56;56;56;56;54;52;52;52;52;50;50;50;50;50;50;50;50;48;48;46;46;46;46;44;44;44;44;42;40;40;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;
264;196;158;130;120;110;100;92;82;82;78;74;72;66;60;60;60;58;56;54;50;48;48;48;46;46;46;46;46;46;46;46;46;46;46;46;46;44;44;42;42;42;42;42;42;42;42;40;40;40;40;40;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;
256;196;168;148;138;130;116;110;108;100;94;90;82;82;78;74;66;64;64;64;64;64;64;64;62;60;58;58;58;56;54;54;54;52;52;50;50;50;48;46;44;44;40;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;34;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;
254;180;154;128;122;110;102;96;92;86;86;80;74;72;70;70;66;64;60;60;60;58;54;54;52;52;52;52;52;52;52;52;50;50;48;48;48;48;48;44;44;44;42;42;42;40;38;36;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;30;30;28;28;28;28;28;28;28;26;26;26;26;26;26;26;26;24;24;24;24;24;24;
250;188;152;132;116;108;100;96;88;86;84;82;78;76;74;74;74;70;66;60;58;56;52;52;50;48;48;48;46;46;46;46;44;42;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;38;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;32;
286;212;184;168;148;136;126;118;112;110;106;104;96;90;88;80;76;74;74;72;70;68;68;66;64;62;62;62;62;62;62;60;58;58;58;58;58;56;56;56;56;56;56;56;54;54;52;52;44;44;44;44;44;42;40;40;38;38;38;38;36;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;
266;186;148;136;124;110;104;102;96;92;90;86;82;80;80;80;76;74;72;68;68;66;64;62;54;54;54;52;52;50;44;44;42;42;42;42;42;40;40;40;40;40;40;36;36;36;36;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;26;26;26;24;24;24;24;24;24;
260;196;164;140;128;122;110;98;94;90;86;86;84;78;78;72;68;68;68;66;64;60;58;58;58;56;56;56;52;52;50;48;48;48;46;46;46;46;46;46;46;44;44;40;40;40;38;38;38;38;38;38;36;36;36;36;34;34;34;34;34;34;34;34;34;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;
276;206;156;140;128;120;116;104;104;104;102;96;94;92;90;84;82;80;80;80;80;74;74;74;74;74;70;64;64;60;60;58;58;54;54;50;50;50;48;48;48;46;44;42;36;32;32;32;32;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;
260;196;138;128;116;108;102;90;84;80;70;70;68;66;64;62;58;56;56;56;56;52;50;48;48;48;46;46;46;46;44;44;44;44;44;44;44;44;44;42;42;42;42;42;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;34;
272;198;144;128;114;108;94;86;80;76;72;70;68;68;66;62;60;58;58;56;56;54;54;54;54;52;46;46;46;46;46;42;42;42;42;40;40;38;38;38;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;32;32;
270;194;150;132;122;110;106;102;94;92;88;84;78;68;66;66;64;64;64;62;62;62;62;62;62;58;58;58;58;58;56;56;54;50;44;44;44;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;38;38;38;38;38;38;38;38;38;38;36;34;34;34;34;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;26;26;26;26;26;26;26;26;26;26;26;26;
248;186;158;140;128;122;118;112;104;94;88;82;80;78;78;74;74;70;70;68;68;62;60;56;54;54;52;52;52;52;52;50;50;50;50;48;46;46;46;42;42;42;42;42;42;42;42;42;40;38;38;38;38;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;34;34;32;32;32;32;32;32;32;30;30;30;30;30;
250;178;152;136;132;116;104;96;90;82;78;72;68;68;68;68;66;64;64;64;62;62;60;58;56;54;52;52;50;50;48;48;48;48;48;46;46;46;46;46;46;44;44;42;42;42;42;42;42;42;42;42;42;42;42;42;40;40;40;40;40;40;38;38;38;38;38;38;36;36;36;34;34;34;34;30;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;
288;208;176;150;134;126;120;116;110;102;102;94;90;86;84;80;78;78;74;68;66;64;64;62;62;56;56;56;56;54;50;48;46;46;44;44;44;44;44;38;38;36;34;34;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;26;26;26;26;26;26;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;22;22;22;22;22;22;22;22;22;22;22;22;22;
248;184;150;144;134;120;112;102;96;88;88;84;82;76;76;74;72;70;70;70;68;68;68;64;62;60;60;60;60;60;56;54;54;54;54;54;54;54;54;52;52;50;50;50;50;50;48;48;46;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;42;42;42;38;38;38;38;38;38;38;38;36;36;36;36;34;34;34;34;34;34;34;34;34;32;32;32;32;32;32;32;30;30;30;
258;194;164;134;122;108;100;94;94;90;88;80;78;76;76;76;74;68;68;66;58;54;50;50;50;46;46;44;44;44;44;44;44;44;42;42;40;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;34;34;34;30;30;30;28;28;28;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;
274;186;152;136;124;114;106;102;92;86;82;80;74;74;72;70;66;64;62;60;60;56;56;56;56;56;54;54;54;52;52;50;50;48;44;44;44;44;42;42;42;40;40;38;38;38;34;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;26;26;26;26;24;24;24;24;24;24;24;24;24;24;24;
274;198;166;142;128;120;108;102;92;88;88;82;76;74;72;72;72;68;66;66;64;62;60;60;60;58;58;58;56;56;56;56;54;52;50;48;48;48;48;46;44;44;44;44;44;44;44;40;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;34;34;34;34;34;34;34;34;34;
242;184;156;134;118;112;106;98;94;90;82;82;78;78;78;74;72;70;70;68;66;64;62;56;56;56;56;54;52;52;48;48;48;44;44;40;40;38;38;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;34;32;32;32;32;32;30;30;30;30;30;30;30;28;28;28;28;28;28;28;
236;172;144;130;116;104;96;90;86;78;74;72;72;72;68;66;66;62;60;60;60;58;56;56;56;56;56;52;50;50;48;46;46;46;46;46;46;44;44;44;44;44;42;42;42;42;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;36;36;36;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;30;30;30;30;30;30;30;30;28;28;28;28;28;
278;210;170;140;118;106;92;92;92;82;78;78;78;76;76;70;68;68;68;68;66;66;64;64;64;62;60;58;56;56;56;56;54;54;54;54;54;54;52;50;50;48;46;46;44;44;44;44;44;44;42;42;42;42;42;42;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;
252;174;138;128;120;106;98;92;90;86;82;80;74;70;68;68;66;64;64;62;56;54;52;50;50;48;48;46;46;46;46;46;44;44;44;44;42;42;42;42;40;38;38;38;38;38;38;38;36;36;32;32;32;32;32;32;32;32;32;32;32;32;32;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;26;26;26;26;26;26;26;26;26;24;24;24;24;
242;186;164;140;122;108;104;98;94;92;88;84;82;78;76;72;72;66;64;60;58;58;52;52;52;52;52;50;50;50;50;50;50;50;50;50;50;50;50;50;48;48;46;46;46;46;44;44;44;44;44;42;40;40;36;34;34;34;34;34;32;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;24;24;24;24;24;24;24;24;24;24;24;24;
264;198;170;146;126;112;102;88;86;84;80;80;76;72;72;70;64;62;62;62;62;62;62;58;58;58;58;58;58;58;58;58;58;58;56;56;56;54;54;54;52;52;52;50;50;50;50;50;50;50;50;48;48;48;48;48;48;48;48;48;48;44;44;42;42;42;42;42;42;42;42;42;42;40;40;40;38;38;38;36;34;34;34;34;34;34;34;34;34;34;34;32;32;30;30;30;30;30;28;28;
274;200;166;148;136;124;114;108;104;96;94;88;86;78;78;76;76;76;76;76;72;68;64;64;62;62;62;62;58;54;54;54;54;52;52;52;52;52;52;52;50;50;50;50;50;50;48;46;46;46;46;46;46;46;44;44;44;44;42;42;42;42;42;42;42;40;40;40;40;40;40;40;40;38;38;38;38;38;38;38;38;38;38;38;38;36;36;36;36;36;32;32;32;32;32;32;32;32;32;32;
270;188;154;138;132;122;118;112;108;98;94;90;88;86;82;80;80;80;76;70;68;68;68;66;62;60;60;58;56;54;54;54;52;52;52;50;50;50;50;50;50;50;50;48;48;48;46;46;46;46;46;46;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;42;42;42;40;40;40;40;38;38;38;38;38;38;38;38;36;36;36;
266;210;166;138;132;120;102;96;96;92;90;86;82;76;70;68;66;64;62;62;58;58;58;58;58;54;52;52;52;52;52;52;52;50;50;50;50;50;48;48;46;44;44;44;42;42;42;40;40;40;38;36;36;36;36;36;36;34;34;34;32;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;
266;192;172;158;130;120;108;104;96;86;84;82;80;80;74;72;70;68;66;62;62;62;62;62;62;62;62;62;60;58;54;54;54;54;54;50;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;44;44;44;44;44;40;38;38;38;38;38;38;38;38;36;36;36;36;36;36;36;36;36;36;34;34;34;34;32;32;32;32;32;32;32;32;32;32;32;30;30;30;30;
266;216;180;148;136;128;120;110;106;102;96;92;90;80;76;74;70;70;66;62;58;58;58;56;54;50;50;48;46;46;46;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;40;40;40;40;40;40;38;38;38;38;38;38;36;36;36;36;34;34;32;32;32;30;30;30;30;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;
